time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-10-03T20:39:04.740Z,13.4587,-49.3322,10,5.7,mww,,20,8.915,0.77,us,us2000b0nr,2018-01-03T01:54:45.040Z,"North Atlantic Ocean",earthquake,8.4,1.8,0.089,12,reviewed,us,us
2017-10-03T19:04:26.240Z,-55.2567,-28.8297,10,5.2,mb,,47,4.54,0.64,us,us2000b0lw,2018-01-03T01:54:45.040Z,"190km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.9,1.7,0.063,84,reviewed,us,us
2017-10-02T21:37:57.060Z,-19.4934,167.6746,10,5,mww,,77,1.34,1.05,us,us2000aya0,2018-01-03T01:54:43.040Z,"163km NNE of We, New Caledonia",earthquake,7.9,1.8,0.075,17,reviewed,us,us
2017-10-01T14:08:00.300Z,-22.7858,-174.5525,10,5,mb,,86,5.684,1.01,us,us2000axhv,2018-01-03T01:54:41.040Z,"165km SSE of `Ohonua, Tonga",earthquake,8.7,1.8,0.069,66,reviewed,us,us
2017-10-01T10:06:56.490Z,-24.5681,-176.7451,96.86,5.1,mb,,82,4.776,1.2,us,us2000axgb,2018-01-03T01:54:41.040Z,"South of the Fiji Islands",earthquake,10.1,7.1,0.096,35,reviewed,us,us
2017-10-01T01:35:25.240Z,7.5275,-73.148,128.61,5.1,mww,,30,2.83,0.9,us,us2000axct,2018-01-03T01:54:41.040Z,"8km NE of El Playon, Colombia",earthquake,4.9,3.6,0.052,35,reviewed,us,us
2017-09-30T23:15:29.380Z,3.9397,128.4983,10,5.6,mww,,18,3.343,0.97,us,us2000axas,2017-12-22T21:56:31.040Z,"250km NNE of Tobelo, Indonesia",earthquake,7,1.6,0.065,23,reviewed,us,us
2017-09-30T10:30:01.850Z,1.9151,128.7315,33,5.2,mww,,55,1.775,0.74,us,us2000ax5m,2017-12-22T21:56:30.040Z,"82km ENE of Tobelo, Indonesia",earthquake,7.6,4.4,0.086,13,reviewed,us,us
2017-09-30T06:34:36.320Z,-37.1559,178.7721,49.1,5,mww,,104,0.549,0.83,us,us2000ax3z,2017-12-22T21:56:30.040Z,"166km NE of Opotiki, New Zealand",earthquake,10.2,5.6,0.089,12,reviewed,us,us
2017-09-30T06:14:36.830Z,32.2813,105.0428,10,5.1,mww,,19,4.303,0.67,us,us2000ax3v,2017-12-22T21:56:29.040Z,"5km S of Magong, China",earthquake,7.8,1.9,0.083,14,reviewed,us,us
2017-09-29T19:25:01.580Z,53.2341,160.0841,49.54,5.3,mww,,33,0.889,0.8,us,us2000awvc,2017-12-22T21:56:29.040Z,"98km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,7,4.3,0.075,17,reviewed,us,us
2017-09-29T16:08:08.830Z,21.3606,143.8778,49.23,5,mb,,35,5.914,1.15,us,us2000awp8,2017-12-22T21:56:28.040Z,"139km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,8.2,5.5,0.044,163,reviewed,us,us
2017-09-29T13:49:57.460Z,39.8279,68.0037,14.13,5.1,mww,,47,2.175,1.2,us,us2000awib,2017-12-22T21:56:28.040Z,"34km SSE of Jizzax, Uzbekistan",earthquake,5.7,3.2,0.075,17,reviewed,us,us
2017-09-29T04:33:12.870Z,14.8536,-94.2936,9.98,5.2,mww,,90,1.338,1.15,us,us2000awd5,2017-12-22T21:56:28.040Z,"138km SSW of Paredon, Mexico",earthquake,4.2,3.5,0.055,32,reviewed,us,us
2017-09-29T04:00:20.040Z,14.8643,-94.2318,11,5.4,mww,,62,1.286,1.2,us,us2000awcv,2017-12-22T21:56:28.040Z,"133km SW of Tres Picos, Mexico",earthquake,5.9,1.6,0.066,22,reviewed,us,us
2017-09-28T23:11:17.050Z,-24.8583,-179.7865,456.57,5.4,mww,,18,4.672,1.03,us,us2000aw9p,2017-12-22T21:56:27.040Z,"South of the Fiji Islands",earthquake,8.6,4.7,0.078,16,reviewed,us,us
2017-09-28T22:47:11.750Z,-34.0499,-178.5949,10,5.1,mb,,73,4.315,0.99,us,us2000aw90,2017-12-22T21:56:27.040Z,"291km S of L'Esperance Rock, New Zealand",earthquake,8.4,1.4,0.074,59,reviewed,us,us
2017-09-28T11:29:45.700Z,28.7941,140.5324,10,5.5,mww,,27,2.235,1.01,us,us2000avvw,2017-12-22T21:56:26.040Z,"251km NW of Chichi-shima, Japan",earthquake,6.7,1.8,0.066,22,reviewed,us,us
2017-09-28T08:11:56.260Z,20.2278,145.1423,10,5.4,mww,,80,6.606,0.96,us,us2000avtg,2017-12-22T21:56:26.040Z,"42km SE of Farallon de Pajaros, Northern Mariana Islands",earthquake,9.2,1.9,0.086,13,reviewed,us,us
2017-09-27T04:13:00.720Z,-3.5213,139.8123,54.64,5.1,mww,,27,1.339,0.77,us,us2000av7z,2017-12-22T21:56:24.040Z,"130km SW of Abepura, Indonesia",earthquake,7.1,4.6,0.068,21,reviewed,us,us
2017-09-27T04:09:52.430Z,28.7234,-43.5388,10,5,mb,,83,22.511,0.85,us,us2000av80,2017-12-22T21:56:24.040Z,"Northern Mid-Atlantic Ridge",earthquake,11.2,1.9,0.029,396,reviewed,us,us
2017-09-26T21:29:06.440Z,-23.5728,-179.9169,540.84,5.4,mww,,46,5.923,0.77,us,us2000av40,2017-12-22T21:56:23.040Z,"South of the Fiji Islands",earthquake,9.6,5.5,0.11,8,reviewed,us,us
2017-09-26T20:22:11.640Z,40.335,142.3424,37,5.8,mww,,15,1.074,0.71,us,us2000av31,2017-12-22T21:56:23.040Z,"73km ESE of Hachinohe, Japan",earthquake,5.7,1.8,0.065,23,reviewed,us,us
2017-09-26T19:08:18.460Z,1.2072,132.6936,18.91,5.4,mww,,31,2.508,1.05,us,us2000av22,2017-12-22T21:56:23.040Z,"276km NW of Manokwari, Indonesia",earthquake,6.5,1.3,0.069,20,reviewed,us,us
2017-09-26T04:20:00.260Z,-23.5815,-176.8371,96,6.4,mww,,14,7.846,0.98,us,us2000autd,2017-12-22T21:56:22.040Z,"South of the Fiji Islands",earthquake,8.2,1.8,0.046,46,reviewed,us,us
2017-09-25T22:07:03.500Z,0.8223,124.3318,219.8,5,mb,,28,2.421,0.88,us,us2000aunh,2017-12-22T21:56:22.040Z,"7km NNE of Passi, Indonesia",earthquake,3.5,6.1,0.041,188,reviewed,us,us
2017-09-25T20:29:24.100Z,-6.2318,152.7215,10,5.9,mww,,26,2.033,0.99,us,us2000aulg,2017-12-22T21:56:22.040Z,"198km S of Taron, Papua New Guinea",earthquake,5.2,0.5,0.052,35,reviewed,us,us
2017-09-25T18:10:43.200Z,-5.9298,106.3876,150.05,5.1,mb,,35,3.446,1.15,us,us2000aufz,2017-12-22T21:56:22.040Z,"10km ENE of Langgen, Indonesia",earthquake,8.3,5,0.067,73,reviewed,us,us
2017-09-25T09:42:09.560Z,-5.3495,153.9943,46.75,5.1,mb,,42,2.156,0.91,us,us2000au8b,2017-12-22T21:56:21.040Z,"144km SE of Taron, Papua New Guinea",earthquake,8.1,5,0.037,232,reviewed,us,us
2017-09-25T06:18:03.290Z,-59.0431,-25.6394,10,5,mb,,51,7.642,0.83,us,us2000au57,2017-12-22T21:56:21.040Z,"50km E of Bristol Island, South Sandwich Islands",earthquake,6.7,1.7,0.069,66,reviewed,us,us
2017-09-24T20:10:08.010Z,-3.3743,102.0946,80.93,5,mb,,59,2.642,1.34,us,us2000au0l,2017-12-22T21:56:20.040Z,"49km WNW of Curup, Indonesia",earthquake,7.7,4.8,0.053,111,reviewed,us,us
2017-09-24T10:06:11.270Z,15.3135,-94.1702,47.44,5.8,mww,,72,0.996,1.37,us,us2000atwe,2017-12-22T21:56:20.040Z,"86km SSW of Paredon, Mexico",earthquake,6.6,4.1,0.052,36,reviewed,us,us
2017-09-24T00:56:24.190Z,-10.6957,161.7914,48.4,5,mb,,73,2.204,0.71,us,us2000atrk,2017-12-22T21:56:19.040Z,"30km SSW of Kirakira, Solomon Islands",earthquake,8.8,6.1,0.066,73,reviewed,us,us
2017-09-23T21:20:17.300Z,7.573,124.8211,10,5,mb,,96,0.903,0.55,us,us2000atpq,2017-12-19T01:54:14.040Z,"3km S of Osias, Philippines",earthquake,6.4,1.8,0.07,65,reviewed,us,us
2017-09-23T20:47:06.760Z,7.5618,124.7428,8.18,5.7,mww,,41,0.962,0.75,us,us2000atpb,2017-12-19T01:54:14.040Z,"6km ESE of Matinao, Philippines",earthquake,6.5,3.4,0.062,25,reviewed,us,us
2017-09-23T17:25:53.160Z,-30.7504,-68.9583,116.97,5,mww,,79,0.826,0.98,us,us2000atms,2017-12-19T01:54:14.040Z,"60km SSW of San Jose de Jachal, Argentina",earthquake,5.7,4.6,0.066,22,reviewed,us,us
2017-09-23T13:30:31.980Z,13.6372,120.8302,165.98,5,mb,,65,8.808,0.8,us,us2000atke,2017-12-19T01:54:13.040Z,"5km WSW of Tingloy, Philippines",earthquake,9.8,5.6,0.053,112,reviewed,us,us
2017-09-23T12:53:01.480Z,16.6258,-95.0778,10,6.1,mww,,31,1.306,1.32,us,us2000atjv,2018-06-14T23:51:00.018Z,"5km NNE of San Jeronimo Ixtepec, Mexico",earthquake,3.8,1.7,0.042,55,reviewed,us,us
2017-09-23T10:38:05.440Z,15.4897,-94.4287,53.84,5.8,mww,,68,1.185,1.03,us,us2000atis,2017-12-19T01:54:13.040Z,"85km SW of Paredon, Mexico",earthquake,6.3,3.7,0.045,47,reviewed,us,us
2017-09-22T23:49:32.060Z,31.3308,140.9508,48.21,5.2,mww,,34,2.023,0.73,us,us2000atex,2017-12-19T01:54:12.040Z,"222km SSE of Hachijo-jima, Japan",earthquake,6.4,4.5,0.063,24,reviewed,us,us
2017-09-22T19:50:15.250Z,40.4105,-126.8326,12.68,5.7,mww,,63,1.905,0.9,us,us2000atbf,2017-12-29T04:50:09.006Z,"218km W of Ferndale, California",earthquake,6.9,3.1,0.044,50,reviewed,us,us
2017-09-22T05:33:43.940Z,23.5482,-108.831,10,5.6,mww,,93,1.03,1.07,us,us2000at0m,2017-12-19T01:54:11.040Z,"103km ENE of San Jose del Cabo, Mexico",earthquake,4.4,1.7,0.066,22,reviewed,us,us
2017-09-21T17:43:32.670Z,-5.2239,153.7956,41.68,5.2,mww,,33,1.923,1.23,us,us2000ask8,2017-12-19T01:54:10.040Z,"119km SE of Taron, Papua New Guinea",earthquake,8.1,4.9,0.073,18,reviewed,us,us
2017-09-21T00:05:20.640Z,-18.3371,-175.3937,212.73,5,mb,,74,5.232,0.94,us,us2000as7z,2017-12-19T01:54:09.040Z,"152km WNW of Neiafu, Tonga",earthquake,10,4.3,0.063,80,reviewed,us,us
2017-09-20T23:59:24.900Z,-6.1113,113.024,588,5.7,mww,,13,2.597,1.17,us,us2000as7r,2017-12-19T01:54:09.040Z,"102km NNE of Kemeduran, Indonesia",earthquake,7.9,1.8,0.06,27,reviewed,us,us
2017-09-20T22:17:23.960Z,-5.0868,147.97,10,5.2,mb,,48,4.273,0.58,us,us2000as5y,2017-12-19T01:54:09.040Z,"167km N of Finschhafen, Papua New Guinea",earthquake,7.7,1.9,0.072,64,reviewed,us,us
2017-09-20T22:13:35.770Z,-5.0845,147.827,10,5.9,mww,,24,3.055,0.65,us,us2000as5x,2017-12-19T01:54:09.040Z,"167km N of Finschhafen, Papua New Guinea",earthquake,5.3,1.8,0.065,23,reviewed,us,us
2017-09-20T20:09:49.610Z,-18.7854,169.0946,197,6.4,mww,,18,2.641,0.99,us,us2000as2f,2017-12-19T01:54:09.040Z,"86km NNW of Isangel, Vanuatu",earthquake,7.6,1.9,0.05,39,reviewed,us,us
2017-09-20T16:37:16.360Z,37.9814,144.6601,11,6.1,mww,,18,3.062,0.78,us,us2000arxv,2017-12-19T01:54:08.040Z,"280km ESE of Kamaishi, Japan",earthquake,6.9,1.5,0.047,44,reviewed,us,us
2017-09-20T16:25:11.310Z,-10.1961,118.8822,10.84,5.3,mb,,85,3.655,0.72,us,us2000arxl,2017-12-19T01:54:08.040Z,"60km SSW of Kahale, Indonesia",earthquake,7.5,4.1,0.063,85,reviewed,us,us
2017-09-20T14:29:56.600Z,23.3263,121.7791,20.22,5.4,mww,,26,0.447,1.2,us,us2000arvi,2017-12-19T01:54:08.040Z,"74km SSE of Hualian, Taiwan",earthquake,5.7,3.5,0.06,27,reviewed,us,us
2017-09-20T12:25:51.070Z,1.1455,132.7063,10,5.1,mb,,41,2.465,0.83,us,us2000arkq,2017-12-19T01:54:08.040Z,"270km NW of Manokwari, Indonesia",earthquake,6.2,1.8,0.064,79,reviewed,us,us
2017-09-20T05:26:10.090Z,-16.293,-71.2327,106.18,5.3,mww,,68,2.234,1.19,us,us2000arh1,2017-12-19T01:54:07.040Z,"34km ENE of Arequipa, Peru",earthquake,7.7,4.3,0.055,32,reviewed,us,us
2017-09-20T01:43:25.980Z,-50.7087,162.6317,8,6.1,mww,,56,4.407,0.88,us,us2000arel,2017-12-19T01:54:07.040Z,"247km W of Auckland Island, New Zealand",earthquake,4.3,1.7,0.065,23,reviewed,us,us
2017-09-20T00:08:15.740Z,30.7208,57.4066,10,5,mb,,48,5.48,0.66,us,us2000ardv,2017-12-19T01:54:07.040Z,"57km NNE of Kerman, Iran",earthquake,7.6,1.8,0.05,126,reviewed,us,us
2017-09-19T21:13:15.380Z,15.259,-94.7276,22.51,5,mb,,85,1.424,0.86,us,us2000ar96,2017-12-19T01:54:06.040Z,"108km SSE of San Mateo del Mar, Mexico",earthquake,4.4,4.4,0.047,143,reviewed,us,us
2017-09-19T20:18:08.420Z,37.3074,141.6201,47.16,5.4,mww,,27,0.865,0.79,us,us2000ar6z,2017-12-19T01:54:06.040Z,"58km ESE of Namie, Japan",earthquake,6.6,0.9,0.117,7,reviewed,us,us
2017-09-19T20:14:18.150Z,-5.5684,150.836,100.12,5.2,mb,,91,1.725,0.97,us,us2000ar6y,2017-12-19T01:54:06.040Z,"76km E of Kimbe, Papua New Guinea",earthquake,8,7.1,0.052,123,reviewed,us,us
2017-09-19T18:14:38.090Z,18.5499,-98.4887,48,7.1,mww,,23,0.984,1.14,us,us2000ar20,2018-09-26T04:07:04.382Z,"1km E of Ayutla, Mexico",earthquake,4.5,1.8,0.048,41,reviewed,us,us
2017-09-19T13:26:10.360Z,27.9329,53.9856,10,5.1,mb,,45,3.578,0.85,us,us2000aqpx,2017-12-19T01:54:05.040Z,"33km NNW of Gerash, Iran",earthquake,7.9,1.8,0.046,154,reviewed,us,us
2017-09-19T07:53:15.410Z,15.105,-94.1434,29.73,5.5,mww,,69,1.072,1.11,us,us2000aqji,2017-12-19T01:54:05.040Z,"106km SSW of Paredon, Mexico",earthquake,3.1,3.9,0.066,22,reviewed,us,us
2017-09-18T14:31:27.880Z,-17.3689,-173.9571,28.34,5,mb,,69,4.03,0.6,us,us2000apxn,2017-12-19T01:54:04.040Z,"141km N of Neiafu, Tonga",earthquake,10.6,4.6,0.045,155,reviewed,us,us
2017-09-18T14:19:12.880Z,15.2577,-94.5666,10,5.6,mww,,41,1.373,1.05,us,us2000apx5,2017-12-19T01:54:04.040Z,"108km S of San Francisco del Mar, Mexico",earthquake,7.7,1.8,0.06,27,reviewed,us,us
2017-09-18T13:46:57.650Z,-31.8216,-72.1261,17,5.9,mww,,44,1.141,1,us,us2000apwd,2017-12-19T01:54:03.040Z,"93km WSW of Illapel, Chile",earthquake,5.7,1.8,0.066,22,reviewed,us,us
2017-09-18T12:11:04.380Z,-30.3144,-177.9542,32.88,5,mb,,79,1.065,0.79,us,us2000apvj,2017-12-19T01:54:03.040Z,"116km S of Raoul Island, New Zealand",earthquake,11.2,4.7,0.113,25,reviewed,us,us
2017-09-18T05:28:02.980Z,-18.5458,-12.6962,10,5.5,mww,,35,7.121,0.64,us,us2000apru,2017-12-19T01:54:03.040Z,"Southern Mid-Atlantic Ridge",earthquake,9.2,1.8,0.08,15,reviewed,us,us
2017-09-17T22:22:44.070Z,-30.2782,-177.9707,44.3,5,mb,,68,1.03,0.51,us,us2000apms,2017-12-19T01:54:02.040Z,"112km S of Raoul Island, New Zealand",earthquake,4.6,9,0.103,30,reviewed,us,us
2017-09-17T22:16:16.010Z,-21.8316,169.0936,12.83,5,mb,,104,1.048,0.82,us,us2000apmn,2017-12-19T01:54:02.040Z,"129km ESE of Tadine, New Caledonia",earthquake,8.3,3.6,0.081,48,reviewed,us,us
2017-09-17T14:50:03.240Z,-16.6386,-173.6428,30.39,5.4,mb,,38,3.256,1.27,us,us2000apij,2017-12-19T01:54:02.040Z,"77km S of Hihifo, Tonga",earthquake,9,4.1,0.029,418,reviewed,us,us
2017-09-17T14:48:11.340Z,12.8183,92.0967,26.18,5,mb,,81,1.317,0.62,us,us2000at5x,2017-12-19T01:54:02.040Z,"140km NNW of Bamboo Flat, India",earthquake,8.4,4.6,0.08,50,reviewed,us,us
2017-09-17T14:26:07.620Z,-6.3113,148.8708,18.92,5.7,mww,,20,3.719,1.06,us,us2000apif,2017-12-19T01:54:02.040Z,"75km W of Kandrian, Papua New Guinea",earthquake,7.2,3.2,0.065,23,reviewed,us,us
2017-09-17T06:07:51.470Z,15.7739,-95.3132,10,5,mb,,106,0.765,0.66,us,us2000apfa,2017-12-19T01:54:01.040Z,"45km SSW of Salina Cruz, Mexico",earthquake,6.2,1.9,0.029,378,reviewed,us,us
2017-09-16T23:38:02.210Z,59.8659,-136.7936,6.55,5,mwr,,64,0.27,0.69,us,us2000apcc,2017-12-13T02:29:47.040Z,"94km WNW of Skagway, Alaska",earthquake,1.3,3.2,0.037,72,reviewed,us,us
2017-09-16T21:00:56.910Z,53.0017,159.8089,51.4,5.3,mww,,45,0.7,0.84,us,us2000apa3,2017-12-13T02:29:47.040Z,"78km E of Petropavlovsk-Kamchatskiy, Russia",earthquake,7.4,4.4,0.069,20,reviewed,us,us
2017-09-16T19:35:28.800Z,15.2266,-94.6967,12.76,5.1,mb,,80,1.463,0.85,us,us2000ap8u,2017-12-13T02:29:47.040Z,"111km S of San Francisco del Mar, Mexico",earthquake,5.7,3.8,0.042,181,reviewed,us,us
2017-09-16T14:18:56.390Z,16.0895,-95.1384,35,5.6,mww,,71,1.804,1.2,us,us2000ap3b,2017-12-13T02:29:46.040Z,"10km SE of Salina Cruz, Mexico",earthquake,3.6,1.9,0.073,18,reviewed,us,us
2017-09-16T12:36:54.430Z,-6.4027,154.9693,84.07,5.1,mb,,24,3.554,0.75,us,us2000ap2h,2017-12-13T02:29:46.040Z,"57km W of Panguna, Papua New Guinea",earthquake,8.6,5.2,0.049,134,reviewed,us,us
2017-09-16T10:11:33.470Z,42.2053,83.5155,16,5.4,mww,,40,3.802,0.52,us,us2000ap0r,2017-12-13T02:29:46.040Z,"71km NE of Kuqa, China",earthquake,7.3,1.7,0.071,19,reviewed,us,us
2017-09-15T18:48:02.550Z,-55.4436,-28.3619,9,5.5,mww,,32,4.836,0.99,us,us2000anjp,2017-12-13T02:29:45.040Z,"157km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.1,1.3,0.075,17,reviewed,us,us
2017-09-15T17:45:46.800Z,-2.72,28.8046,12.23,5,mb,,45,2.856,0.67,us,us2000anhd,2017-12-13T02:29:45.040Z,"24km SSW of Bukavu, Democratic Republic of the Congo",earthquake,8.5,4.2,0.053,112,reviewed,us,us
2017-09-15T12:37:01.400Z,1.5765,99.5043,158.57,5,mb,,47,1.252,0.76,us,us2000an8s,2017-12-13T02:29:45.040Z,"35km NE of Padangsidempuan, Indonesia",earthquake,6.9,4.9,0.064,78,reviewed,us,us
2017-09-15T01:38:20.490Z,-26.6684,-112.2923,10,5.2,mb,,65,2.598,1.06,us,us2000an15,2017-12-13T02:29:44.040Z,"288km W of Hanga Roa, Chile",earthquake,10,1.8,0.029,405,reviewed,us,us
2017-09-14T22:21:01.920Z,-13.8345,170.1022,10,5.2,mww,,58,7.425,0.67,us,us2000amww,2017-12-13T02:29:44.040Z,"275km E of Sola, Vanuatu",earthquake,9.1,1.8,0.075,17,reviewed,us,us
2017-09-14T17:41:27.690Z,18.6881,145.7467,166,5.8,mww,,15,5.139,0.93,us,us2000amk5,2017-12-13T02:29:43.040Z,"12km SE of Agrihan, Northern Mariana Islands",earthquake,7.7,1.9,0.053,34,reviewed,us,us
2017-09-13T21:30:46.820Z,15.6096,-95.173,13.3,5.1,mww,,82,1.885,0.82,us,us2000alvq,2017-12-13T02:29:42.040Z,"61km S of Salina Cruz, Mexico",earthquake,1.5,3.6,0.066,22,reviewed,us,us
2017-09-13T15:21:38.600Z,-10.7647,161.9266,46.64,5,mb,,100,2.352,0.65,us,us2000alhx,2017-12-13T02:29:42.040Z,"34km S of Kirakira, Solomon Islands",earthquake,9.3,2.7,0.065,76,reviewed,us,us
2017-09-13T02:01:38.300Z,15.1558,-94.5276,14.07,5,mww,,85,1.375,0.77,us,us2000al86,2017-12-13T02:29:41.040Z,"119km S of San Francisco del Mar, Mexico",earthquake,5,3.3,0.061,26,reviewed,us,us
2017-09-12T15:28:21.430Z,15.0625,-93.9195,37.96,5,mww,,84,0.929,1.29,us,us2000aktu,2017-12-13T02:29:40.040Z,"98km SSW of Tres Picos, Mexico",earthquake,5.5,4.2,0.098,10,reviewed,us,us
2017-09-12T05:08:45.360Z,15.1117,-93.9709,42.49,5.4,mww,,91,0.934,1.28,us,us2000akkk,2017-12-13T02:29:39.040Z,"95km SSW of Tres Picos, Mexico",earthquake,5.6,4.3,0.056,31,reviewed,us,us
2017-09-12T01:12:29.660Z,15.2967,-94.4687,17.32,5.1,mww,,91,1.271,0.82,us,us2000akhk,2017-12-13T02:29:39.040Z,"103km SW of Paredon, Mexico",earthquake,5.3,3.6,0.065,23,reviewed,us,us
2017-09-11T22:20:53.040Z,15.7603,-94.9567,48.25,5,mb,,108,1.108,1.13,us,us2000akf8,2017-12-13T02:29:39.040Z,"48km S of San Mateo del Mar, Mexico",earthquake,5.7,6,0.039,208,reviewed,us,us
2017-09-11T21:52:08.910Z,51.5235,-178.3593,54.7,5.1,mww,,54,0.35,0.85,us,us2000akeb,2017-12-13T02:29:39.040Z,"42km SSW of Tanaga Volcano, Alaska",earthquake,6,4.5,0.117,7,reviewed,us,us
2017-09-11T21:09:10.350Z,14.9074,-94.0139,27,5.5,mww,,69,2.048,1.31,us,us2000akcq,2017-12-13T02:29:39.040Z,"118km SSW of Tres Picos, Mexico",earthquake,4.9,1.8,0.066,22,reviewed,us,us
2017-09-11T17:35:09.620Z,23.9529,142.3373,35,5.7,mww,,19,3.132,1.1,us,us2000ak7u,2017-12-13T02:29:38.040Z,"137km SE of Iwo Jima, Japan",earthquake,7.2,1.9,0.063,24,reviewed,us,us
2017-09-11T16:20:15.920Z,39.2104,21.5733,10,5,mb,,62,0.622,1.02,us,us2000ak65,2017-12-13T02:29:38.040Z,"15km WSW of Neochorion, Greece",earthquake,4.7,1.7,0.04,198,reviewed,us,us
2017-09-11T14:55:58.490Z,15.3524,-94.3653,32.65,5,mww,,63,1.159,0.75,us,us2000ak40,2017-12-13T02:29:38.040Z,"92km SW of Paredon, Mexico",earthquake,3.2,3.8,0.083,14,reviewed,us,us
2017-09-11T02:42:12.030Z,-4.1892,134.3851,10,5.1,mb,,38,2.477,0.74,us,us2000ajt7,2017-12-13T02:29:36.040Z,"152km SW of Nabire, Indonesia",earthquake,3.3,1.8,0.061,87,reviewed,us,us
2017-09-10T21:40:20.580Z,57.1322,-33.6523,10,5.7,mww,,27,7.27,0.74,us,us2000ajpe,2017-12-13T02:29:36.040Z,"Reykjanes Ridge",earthquake,7.8,1.8,0.043,52,reviewed,us,us
2017-09-10T09:47:10.570Z,42.5629,-111.4155,9.83,5,mww,,24,0.034,0.75,us,us2000aj9i,2017-12-13T02:29:33.040Z,"18km ESE of Soda Springs, Idaho",earthquake,1.5,5,0.047,44,reviewed,us,us
2017-09-10T08:44:24.540Z,41.7813,142.8932,45,5.5,mww,,73,0.305,0.91,us,us2000aj8s,2017-12-13T02:29:33.040Z,"75km SE of Shizunai, Japan",earthquake,5.5,1.8,0.065,23,reviewed,us,us
2017-09-10T08:39:38.170Z,15.7644,-94.5035,57.6,5.2,mb,,110,2.926,0.65,us,us2000aj8i,2017-12-13T02:29:33.040Z,"54km SSE of San Francisco del Mar, Mexico",earthquake,8.3,7,0.03,372,reviewed,us,us
2017-09-10T03:07:22.390Z,15.3973,-94.5323,29,5.8,mww,,64,1.562,1.28,us,us2000aj51,2017-12-13T02:29:32.040Z,"93km S of San Francisco del Mar, Mexico",earthquake,4.6,1.8,0.068,21,reviewed,us,us
2017-09-09T15:30:06.880Z,15.7229,-94.9534,32.25,5.3,mww,,70,1.113,1.15,us,us2000aiwm,2017-12-07T20:00:27.040Z,"53km S of San Mateo del Mar, Mexico",earthquake,3.1,3.7,0.073,18,reviewed,us,us
2017-09-09T12:03:41.220Z,-22.4613,-66.1912,229.58,5.2,mww,,26,1.899,0.79,us,us2000aitr,2017-12-07T20:00:27.040Z,"58km WNW of Abra Pampa, Argentina",earthquake,8,5.2,0.065,23,reviewed,us,us
2017-09-09T10:05:18.370Z,-4.9459,133.9356,10,5.4,mb,,22,2.623,0.67,us,us2000ais3,2017-12-07T20:00:26.040Z,"95km NNW of Dobo, Indonesia",earthquake,6.8,1.7,0.05,136,reviewed,us,us
2017-09-09T06:24:23.510Z,15.8771,-94.7579,50.37,5,mb,,155,1.491,0.75,us,us2000aing,2017-12-07T20:00:25.040Z,"41km SSW of San Francisco del Mar, Mexico",earthquake,8.8,9.8,0.068,70,reviewed,us,us
2017-09-09T04:54:52.110Z,15.081,-94.0609,29,5.5,mww,,66,1.021,1.08,us,us2000ailq,2017-12-07T20:00:25.040Z,"103km SSW of Tres Picos, Mexico",earthquake,6.3,1.8,0.063,24,reviewed,us,us
2017-09-09T02:43:44.150Z,15.6429,-94.7923,57.68,5.1,mb,,75,1.273,0.95,us,us2000aijl,2017-12-07T20:00:24.040Z,"65km SSE of San Mateo del Mar, Mexico",earthquake,6.7,1.5,0.027,450,reviewed,us,us
2017-09-08T18:57:24.080Z,16.231,-94.9814,63.24,5.3,mb,,65,1.541,0.92,us,us2000ai8x,2017-12-07T20:00:23.040Z,"3km NNE of San Mateo del Mar, Mexico",earthquake,6.2,4.9,0.024,603,reviewed,us,us
2017-09-08T18:24:14.010Z,15.6853,-94.9268,26.96,5,mb,,71,1.49,0.87,us,us2000ai8l,2017-12-07T20:00:23.040Z,"57km S of San Mateo del Mar, Mexico",earthquake,4.8,3.8,0.025,505,reviewed,us,us
2017-09-08T17:35:36.330Z,14.7125,54.7094,10,5.1,mb,,50,9.255,0.76,us,us2000ai7w,2017-12-07T20:00:23.040Z,"239km NNE of Tamrida, Yemen",earthquake,6.3,1.6,0.054,113,reviewed,us,us
2017-09-08T16:42:29.550Z,15.746,-93.836,86.23,5.1,mb,,111,1.234,1.09,us,us2000ai6c,2017-12-07T20:00:23.040Z,"31km S of Paredon, Mexico",earthquake,5.7,4.8,0.083,47,reviewed,us,us
2017-09-08T16:19:15.910Z,15.1423,-94.4541,31.39,5,mb,,130,1.712,1.33,us,us2000ai5r,2017-12-07T20:00:23.040Z,"117km SSW of Paredon, Mexico",earthquake,4.1,5.7,0.033,300,reviewed,us,us
2017-09-08T15:20:05.650Z,-15.2805,-172.4529,10,5,mb,,62,1.512,1,us,us2000ai4f,2017-12-07T20:00:22.040Z,"157km ENE of Hihifo, Tonga",earthquake,6.6,1.9,0.053,115,reviewed,us,us
2017-09-08T14:45:02.080Z,15.5226,-94.3872,60.16,5.3,mb,,70,1.742,1.47,us,us2000ai3n,2017-12-07T20:00:22.040Z,"79km SW of Paredon, Mexico",earthquake,7.3,4.4,0.036,259,reviewed,us,us
