time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-06-20T13:02:29.380Z,-56.0782,-27.479,84.79,5.2,mb,,49,5.466,0.53,us,us20009npr,2017-08-23T16:35:45.040Z,"71km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6.1,4,0.067,73,reviewed,us,us
2017-06-20T12:54:35.910Z,-56.2587,-27.0145,56.19,5.3,mb,,43,5.765,0.67,us,us20009npn,2017-08-23T16:35:45.040Z,"50km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.4,3,0.054,117,reviewed,us,us
2017-06-20T11:41:23.760Z,-6.083,130.5343,135.14,5,mb,,37,2.034,0.87,us,us20009npc,2017-08-23T16:35:45.040Z,"223km NNW of Saumlaki, Indonesia",earthquake,6.7,4.7,0.056,103,reviewed,us,us
2017-06-19T09:15:45.460Z,-20.7488,-176.5421,278,5.9,mww,,38,5.915,1.37,us,us20009nju,2017-08-23T16:35:44.040Z,"144km WNW of Havelu, Tonga",earthquake,8,1.9,0.066,22,reviewed,us,us
2017-06-18T18:47:16.590Z,-30.2197,-177.7053,10,5.1,mb,,119,0.99,1.09,us,us20009ngx,2017-08-23T16:35:44.040Z,"107km S of Raoul Island, New Zealand",earthquake,6.9,1.8,0.068,69,reviewed,us,us
2017-06-18T16:17:25.770Z,-3.5202,131.2089,12.81,5.2,mb,,33,1.197,0.56,us,us20009ngf,2017-08-23T16:35:44.040Z,"255km E of Amahai, Indonesia",earthquake,5.6,3.3,0.052,123,reviewed,us,us
2017-06-18T09:06:56.550Z,61.0224,-27.8633,7.35,5.1,mww,,37,4.786,0.55,us,us20009new,2017-08-23T16:35:44.040Z,"Iceland region",earthquake,8.1,3.7,0.065,23,reviewed,us,us
2017-06-17T22:26:02.010Z,-24.0927,179.6041,511,6.1,mww,,13,5.585,0.83,us,us20009nc2,2017-08-18T23:13:32.040Z,"South of the Fiji Islands",earthquake,9,1.9,0.053,34,reviewed,us,us
2017-06-17T19:50:04.790Z,38.8864,26.4186,7.74,5.2,mww,,28,1.72,0.69,us,us20009nb8,2017-08-18T23:13:32.040Z,"10km SSE of Plomarion, Greece",earthquake,4.9,3.5,0.041,58,reviewed,us,us
2017-06-17T16:37:22.760Z,-16.2165,167.8688,176.7,5,mb,,62,4.575,1.22,us,us20009na7,2017-08-18T23:13:32.040Z,"49km ESE of Lakatoro, Vanuatu",earthquake,9.7,6.8,0.072,61,reviewed,us,us
2017-06-17T13:47:39.370Z,11.3018,-86.6553,40,5.5,mww,,61,0.978,1.29,us,us20009n9r,2017-08-18T23:13:32.040Z,"55km SSW of Masachapa, Nicaragua",earthquake,5.9,1.9,0.04,60,reviewed,us,us
2017-06-17T01:21:43.070Z,-4.6516,153.1598,56.44,5,mb,,67,1.181,0.71,us,us20009n7t,2017-08-18T23:13:31.040Z,"24km SE of Taron, Papua New Guinea",earthquake,7.5,5.1,0.056,102,reviewed,us,us
2017-06-17T00:17:14.600Z,51.7849,-173.4086,29.46,5.4,mww,,33,0.649,0.73,us,us20009n7f,2017-08-18T23:13:31.040Z,"71km SE of Atka, Alaska",earthquake,4.7,3.3,0.046,45,reviewed,us,us
2017-06-16T19:37:25.300Z,-62.7405,-161.0921,10,5.7,mww,,57,18.173,0.9,us,us20009n59,2017-08-18T23:13:30.040Z,"Pacific-Antarctic Ridge",earthquake,9.1,1.6,0.069,20,reviewed,us,us
2017-06-15T11:42:16.040Z,-55.428,-124.7575,10,5.8,mww,,77,30.473,0.7,us,us20009msm,2017-08-18T23:13:28.040Z,"Southern East Pacific Rise",earthquake,13.2,1.9,0.08,15,reviewed,us,us
2017-06-15T03:11:06.560Z,19.7878,122.5013,187.24,5.1,mww,,38,3.293,0.74,us,us20009mk9,2017-08-18T23:13:28.040Z,"85km SE of Uyugan, Philippines",earthquake,7.6,5.1,0.059,28,reviewed,us,us
2017-06-15T00:30:22.720Z,-30.5432,-177.7316,35,5,mb,,172,1.305,1.17,us,us20009nun,2017-08-18T23:13:28.040Z,"142km S of Raoul Island, New Zealand",earthquake,8.4,2,0.137,17,reviewed,us,us
2017-06-15T00:26:17.550Z,-30.5156,-178.0563,34,6,mww,,21,1.271,0.6,us,us20009mjp,2017-08-18T23:13:28.040Z,"129km NE of L'Esperance Rock, New Zealand",earthquake,7.3,1.8,0.058,29,reviewed,us,us
2017-06-14T23:58:52.030Z,15.3234,-97.1756,14.03,5.5,mww,,70,0.671,1.03,us,us20009mji,2017-08-18T23:13:28.040Z,"59km SSW of Puerto Escondido, Mexico",earthquake,4.9,3,0.037,72,reviewed,us,us
2017-06-14T21:14:52.460Z,13.9489,-92.3821,10,5.1,mb,,84,0.878,1.11,us,us20009mim,2017-08-18T23:13:28.040Z,"63km SW of Champerico, Guatemala",earthquake,4.7,1.8,0.04,204,reviewed,us,us
2017-06-14T07:52:42.430Z,14.7843,-91.9951,91.77,5.1,mb,,88,0.288,1.04,us,us20009mc1,2017-08-18T23:13:27.040Z,"8km NNE of Pajapita, Guatemala",earthquake,7.5,5,0.035,258,reviewed,us,us
2017-06-14T07:29:04.390Z,14.9091,-92.0092,93,6.9,mww,,35,0.247,1.42,us,us20009mbt,2017-09-08T08:33:56.858Z,"2km SSW of San Pablo, Guatemala",earthquake,2.8,2.2,0.026,146,reviewed,us,us
2017-06-14T07:23:51.470Z,14.2914,-93.1019,10,5.4,mww,,78,1.382,1.51,us,us20009mbr,2017-08-18T23:13:27.040Z,"87km WSW of Puerto Madero, Mexico",earthquake,5.3,1.8,0.098,10,reviewed,us,us
2017-06-14T06:38:47.060Z,14.1546,-93.2645,10,5.5,mww,,84,1.223,1.31,us,us20009mbf,2017-08-18T23:13:27.040Z,"110km SW of Puerto Madero, Mexico",earthquake,4.3,1.8,0.03,108,reviewed,us,us
2017-06-14T00:25:37.230Z,-18.3246,168.728,13.6,5.8,mww,,55,2.814,0.98,us,us20009m97,2017-08-18T23:13:26.040Z,"78km SSE of Port-Vila, Vanuatu",earthquake,8.7,3.5,0.071,19,reviewed,us,us
2017-06-13T08:43:49.150Z,13.8855,-92.3299,10,5,mb,,149,0.884,1.41,us,us20009m3v,2017-08-18T23:13:25.040Z,"63km SW of Champerico, Guatemala",earthquake,4.9,1.9,0.037,230,reviewed,us,us
2017-06-13T04:37:23.660Z,13.8183,-92.4073,10,5,mb,,158,0.985,0.8,us,us20009m37,2017-08-18T23:13:25.040Z,"75km SW of Champerico, Guatemala",earthquake,5.7,1.9,0.028,395,reviewed,us,us
2017-06-12T15:46:47.700Z,-5.6026,129.6829,36.66,5,mb,,44,2.857,0.47,us,us20009lzg,2017-08-18T23:13:24.040Z,"252km SSE of Saparua, Indonesia",earthquake,2.6,7.2,0.066,73,reviewed,us,us
2017-06-12T12:28:39.150Z,38.9296,26.365,12,6.3,mww,,55,1.77,0.76,us,us20009ly0,2017-08-18T23:13:24.040Z,"5km S of Plomarion, Greece",earthquake,5.3,1.7,0.035,78,reviewed,us,us
2017-06-12T04:30:36.730Z,3.6904,126.7757,56.82,5.4,mb,,65,2.958,0.88,us,us20009lww,2017-08-18T23:13:23.040Z,"238km SE of Sarangani, Philippines",earthquake,7.5,6.2,0.042,189,reviewed,us,us
2017-06-12T02:43:26.840Z,-31.5003,-71.76,27,5.7,mww,,47,0.714,0.91,us,us20009lwp,2017-08-18T23:13:23.040Z,"58km WNW of Illapel, Chile",earthquake,1.6,1.8,0.052,35,reviewed,us,us
2017-06-11T23:15:06.150Z,-8.3206,106.259,7,5.7,mww,,46,2.004,1.46,us,us20009lwc,2017-08-18T23:13:23.040Z,"109km SSW of Cibungur, Indonesia",earthquake,3.2,1.7,0.048,42,reviewed,us,us
2017-06-11T16:29:55.880Z,-6.8,-11.8117,10,5.1,mb,,73,2.766,0.74,us,us20009lv8,2017-08-18T23:13:22.040Z,"Ascension Island region",earthquake,9.6,1.8,0.054,110,reviewed,us,us
2017-06-11T13:18:26.370Z,-17.5365,-63.9347,10,5.1,mb,,34,3.143,1.22,us,us20009lup,2017-08-18T23:13:22.040Z,"18km SW of Villa Yapacani, Bolivia",earthquake,4.5,1.8,0.033,298,reviewed,us,us
2017-06-11T11:48:07.050Z,-14.9084,167.3527,132.57,5,mb,,52,5.837,0.81,us,us20009lue,2017-08-18T23:13:22.040Z,"36km ENE of Port-Olry, Vanuatu",earthquake,7.3,6.2,0.086,43,reviewed,us,us
2017-06-10T18:47:31.100Z,14.3184,-93.0147,10,5.5,mww,,67,0.932,0.9,us,us20009lsg,2017-08-16T02:42:23.040Z,"77km SW of Puerto Madero, Mexico",earthquake,3.8,1.8,0.054,33,reviewed,us,us
2017-06-10T16:19:52.230Z,-11.4929,166.4653,48.46,5,mww,,101,6.727,0.85,us,us20009ls1,2017-08-16T02:42:23.040Z,"110km SE of Lata, Solomon Islands",earthquake,8.3,5.6,0.089,12,reviewed,us,us
2017-06-10T10:57:35.660Z,-47.4942,-13.5664,10,5.1,mb,,51,15.936,0.66,us,us20009lq1,2017-08-16T02:42:22.040Z,"Southern Mid-Atlantic Ridge",earthquake,7.5,1.8,0.079,52,reviewed,us,us
2017-06-10T05:42:14.520Z,-54.3039,-146.639,10,5.6,mww,,37,22.155,0.46,us,us20009lpe,2017-08-16T02:42:22.040Z,"Pacific-Antarctic Ridge",earthquake,10.5,0.7,0.083,14,reviewed,us,us
2017-06-09T23:22:14.970Z,-54.2489,-135.6255,10,5.2,mb,,88,28.493,1.03,us,us20009mrt,2017-08-16T02:42:22.040Z,"Pacific-Antarctic Ridge",earthquake,14.1,1.9,0.139,17,reviewed,us,us
2017-06-09T20:49:50.750Z,79.9278,0.588,10,5.3,mww,,46,2.326,0.84,us,us20009lmi,2017-08-16T02:42:22.040Z,"Greenland Sea",earthquake,7.2,1.8,0.061,26,reviewed,us,us
2017-06-09T20:32:55.770Z,-10.2601,161.1848,53.24,5.2,mb,,34,1.467,0.75,us,us20009lmc,2017-08-16T02:42:22.040Z,"83km WNW of Kirakira, Solomon Islands",earthquake,8.9,5.4,0.043,179,reviewed,us,us
2017-06-09T12:58:22.440Z,5.5313,125.1672,13.99,5.2,mb,,52,1.582,1,us,us20009lil,2017-08-16T02:42:21.040Z,"21km WSW of Balangonan, Philippines",earthquake,6.6,2.3,0.042,185,reviewed,us,us
2017-06-09T01:33:06.010Z,-16.8416,-177.7157,10,5.6,mww,,114,4.141,1.09,us,us20009lfa,2017-08-16T02:42:21.040Z,"285km S of Sigave, Wallis and Futuna",earthquake,12.9,1.8,0.068,21,reviewed,us,us
2017-06-08T23:23:43.720Z,18.4996,147.0997,16.98,5.4,mww,,37,3.475,0.53,us,usd0008367,2017-08-16T02:42:21.040Z,"146km ENE of Pagan, Northern Mariana Islands",earthquake,5,3,0.075,17,reviewed,us,us
2017-06-08T17:01:19.350Z,19.33,-155.1206667,7.132,5.28,ml,66,135,0.04462,0.09,hv,hv61792931,2018-05-14T07:22:43.106Z,"16km SE of Volcano, Hawaii",earthquake,0.25,0.23,0.204,32,reviewed,hv,hv
2017-06-08T14:01:10.010Z,-7.9961,-75.8571,108.72,5.2,mww,,55,3.134,1.06,us,us20009lbk,2017-08-16T02:42:20.040Z,"75km ENE of Tocache Nuevo, Peru",earthquake,6,3.8,0.052,35,reviewed,us,us
2017-06-07T21:07:45.620Z,-17.7931,-178.8103,540.11,5,mb,,28,2.989,0.86,us,us20009l6m,2017-08-16T02:42:19.040Z,"245km SE of Lambasa, Fiji",earthquake,9.7,5.5,0.047,145,reviewed,us,us
2017-06-07T12:23:28.470Z,-10.3689,161.451,61.5,5,mb,,101,1.746,0.4,us,us20009l3e,2017-08-16T02:42:19.040Z,"52km W of Kirakira, Solomon Islands",earthquake,8.2,6.4,0.046,151,reviewed,us,us
2017-06-07T09:06:15.100Z,57.129,-34.0431,10,5.1,mb,,47,7.107,0.77,us,us20009l2y,2017-08-16T02:42:19.040Z,"Reykjanes Ridge",earthquake,6.4,1.7,0.025,507,reviewed,us,us
2017-06-07T00:27:19.270Z,56.9802,162.7941,31.45,5.1,mb,,62,4.627,0.97,us,us20009l1i,2017-08-16T02:42:18.040Z,"86km NNE of Ust'-Kamchatsk Staryy, Russia",earthquake,7.7,4.4,0.028,415,reviewed,us,us
2017-06-06T23:54:55.040Z,-3.2704,148.6644,23,5.4,mww,,32,6.275,0.67,us,us20009l19,2017-08-16T02:42:18.040Z,"207km SE of Lorengau, Papua New Guinea",earthquake,9.4,1.9,0.08,15,reviewed,us,us
2017-06-06T17:35:07.980Z,-22.9376,-68.5964,93.13,5.3,mww,,40,0.385,1.26,us,us20009kzf,2017-08-16T02:42:18.040Z,"39km W of San Pedro de Atacama, Chile",earthquake,5.7,3.4,0.065,23,reviewed,us,us
2017-06-05T11:34:11.290Z,-4.072,-80.3583,49,5.6,mww,,25,0.596,1.05,us,us20009kr6,2017-08-16T02:42:17.040Z,"41km E of Papayal, Peru",earthquake,7.3,1.9,0.045,47,reviewed,us,us
2017-06-04T18:46:08.950Z,24.9301,142.173,10,5.2,mb,,31,2.156,1.37,us,us20009kmz,2017-08-16T02:42:16.040Z,"86km E of Iwo Jima, Japan",earthquake,7.9,1.7,0.047,152,reviewed,us,us
2017-06-04T00:20:53.580Z,-18.7103,-172.6912,10,5.1,mb,,68,2.642,0.8,us,us20009kjz,2017-08-16T02:42:15.040Z,"136km E of Neiafu, Tonga",earthquake,8.4,1.7,0.068,70,reviewed,us,us
2017-06-03T22:21:45.110Z,-21.8985,-68.6933,105.45,5.1,mww,,25,0.519,0.86,us,us20009kja,2017-08-15T02:26:53.040Z,"68km NNE of Calama, Chile",earthquake,3.6,4.2,0.08,15,reviewed,us,us
2017-06-03T19:17:33.950Z,-62.5792,155.834,10,5.9,mww,,30,8.266,0.63,us,us20009kit,2017-08-15T02:26:53.040Z,"Balleny Islands region",earthquake,7.6,1.3,0.068,21,reviewed,us,us
2017-06-03T11:47:23.270Z,50.8161,157.3446,44,5.3,mww,,35,2.306,1.06,us,us20009khw,2017-08-15T02:26:52.040Z,"87km E of Severo-Kuril'sk, Russia",earthquake,4.9,1.8,0.069,20,reviewed,us,us
2017-06-02T23:48:17.940Z,-4.7348,145.1363,192.85,5.9,mww,,13,6.881,0.64,us,us20009jdx,2018-04-07T08:50:01.557Z,"91km NW of Madang, Papua New Guinea",earthquake,7.8,4,0.103,9,reviewed,us,us
2017-06-02T22:32:37.330Z,53.8831,171.0067,10,5,mb,,93,2.186,1.07,us,us20009jd8,2017-08-15T02:26:52.040Z,"185km NW of Attu Station, Alaska",earthquake,7.5,1.9,0.05,128,reviewed,us,us
2017-06-02T22:24:47.440Z,54.0312,170.9196,5,6.8,mww,,12,2.308,0.91,us,us20009jd6,2017-08-15T02:26:51.040Z,"200km NW of Attu Station, Alaska",earthquake,6.7,1.7,0.038,68,reviewed,us,us
2017-06-02T17:26:28.350Z,24.3684,126.2252,10,5.1,mb,,47,2.931,0.99,us,us20009jb7,2017-08-15T02:26:51.040Z,"106km ESE of Hirara, Japan",earthquake,6.1,1.8,0.044,170,reviewed,us,us
2017-06-02T05:59:17.470Z,-1.2263,120.4977,10,5,mb,,81,2.28,1.14,us,us20009j64,2017-08-15T02:26:51.040Z,"27km NW of Kasiguncu, Indonesia",earthquake,4.2,1.8,0.07,65,reviewed,us,us
2017-06-01T20:04:09.640Z,-54.324,159.1913,10,5.1,mb,,95,0.222,0.82,us,us10008x9b,2017-08-15T02:26:50.040Z,"23km NE of Macquarie Island, Australia",earthquake,12.7,1.8,0.09,40,reviewed,us,us
2017-05-31T06:31:13.670Z,-6.9264,129.4845,138.2,5.2,mb,,67,2.082,1.07,us,us20009l4k,2017-08-15T02:26:49.040Z,"231km WNW of Saumlaki, Indonesia",earthquake,9.1,8.2,0.144,19,reviewed,us,us
2017-05-31T06:29:31.530Z,19.0797,145.8362,117.83,5.5,mww,,14,5.537,1.06,us,us10008wst,2017-08-15T02:26:49.040Z,"38km NNE of Agrihan, Northern Mariana Islands",earthquake,8.7,4.2,0.069,20,reviewed,us,us
2017-05-31T05:17:22.340Z,14.1819,-92.9235,10,5.4,mww,,73,0.962,1.17,us,us10008wsj,2017-08-15T02:26:49.040Z,"80km SW of Puerto Madero, Mexico",earthquake,4.8,1.8,0.034,85,reviewed,us,us
2017-05-30T21:53:20.580Z,14.2374,-92.962,10,5.3,mww,,67,1.26,1.01,us,us10008wq0,2017-08-15T02:26:48.040Z,"79km SW of Puerto Madero, Mexico",earthquake,6.3,1.7,0.062,25,reviewed,us,us
2017-05-30T19:59:57.820Z,-19.1606,176.8782,35.7,5,mb,,61,1.796,0.73,us,us10008wmm,2017-08-15T02:26:48.040Z,"160km SSW of Nadi, Fiji",earthquake,7.1,5.9,0.042,183,reviewed,us,us
2017-05-30T11:29:51.800Z,-58.6284,-26.2419,76,5.7,mww,,32,7.151,0.83,us,us10008wej,2017-08-15T02:26:47.040Z,"47km NNE of Bristol Island, South Sandwich Islands",earthquake,9,1.8,0.086,13,reviewed,us,us
2017-05-30T10:24:43.470Z,-12.1209,167.2326,257.42,5.2,mb,,44,7.637,0.71,us,us10008we5,2017-08-15T02:26:47.040Z,"197km N of Sola, Vanuatu",earthquake,9.2,5.1,0.027,451,reviewed,us,us
2017-05-30T08:28:19.350Z,-5.5441,102.7462,47.1,5.3,mb,,35,1.194,0.93,us,us10008wd5,2017-08-15T02:26:47.040Z,"126km WSW of Kuripan, Indonesia",earthquake,6.7,5,0.058,99,reviewed,us,us
2017-05-30T06:20:14.470Z,24.4026,126.2434,10,5,mb,,93,2.946,1.06,us,us10008wcm,2017-08-15T02:26:47.040Z,"106km ESE of Hirara, Japan",earthquake,7.4,1.9,0.046,152,reviewed,us,us
2017-05-30T02:18:45.978Z,60.8382,-151.8277,78.4,5.3,ml,,,,0.49,ak,ak16139649,2017-08-15T02:26:47.040Z,"33km WNW of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-29T21:10:51.270Z,-10.6937,161.8979,77.75,5.3,mb,,61,2.29,0.82,us,us10008w4j,2017-08-15T02:26:46.040Z,"26km S of Kirakira, Solomon Islands",earthquake,4.8,6,0.041,195,reviewed,us,us
2017-05-29T15:18:46.890Z,-1.315,120.4649,10,5,mb,,82,2.322,0.45,us,us10008w2m,2017-08-15T02:26:46.040Z,"24km WNW of Kasiguncu, Indonesia",earthquake,4.8,1.9,0.095,35,reviewed,us,us
2017-05-29T15:04:31.200Z,-1.3027,120.4838,10,5.1,mb,,118,2.302,0.77,us,us10008w2j,2017-08-15T02:26:45.040Z,"23km NW of Kasiguncu, Indonesia",earthquake,6.9,1.9,0.096,35,reviewed,us,us
2017-05-29T14:57:53.860Z,-37.3446,-71.6896,81.14,5.9,mww,,50,1.34,0.83,us,us10008w2b,2017-07-19T20:36:30.253Z,"60km ENE of Los Angeles, Chile",earthquake,6.5,3.5,0.043,52,reviewed,us,us
2017-05-29T14:55:03.680Z,-1.2372,120.4176,10,5,mb,,82,2.36,1.01,us,us20009j9i,2017-08-15T02:26:45.040Z,"33km NW of Kasiguncu, Indonesia",earthquake,6.9,1.9,0.077,55,reviewed,us,us
2017-05-29T14:42:02.570Z,-1.2497,120.4009,10,5.1,mb,,82,2.375,1.12,us,us20009j91,2017-08-15T02:26:45.040Z,"34km NW of Kasiguncu, Indonesia",earthquake,3.9,1.9,0.102,31,reviewed,us,us
2017-05-29T14:38:56.100Z,-1.2739,120.4503,10,5.3,mb,,83,2.392,0.78,us,us20009ja3,2017-08-15T02:26:45.040Z,"28km NW of Kasiguncu, Indonesia",earthquake,5.8,1.9,0.123,26,reviewed,us,us
2017-05-29T14:35:21.510Z,-1.2923,120.4313,12,6.6,mww,,18,2.353,0.9,us,us10008w1z,2017-08-15T02:26:45.040Z,"28km WNW of Kasiguncu, Indonesia",earthquake,5.6,1.7,0.045,47,reviewed,us,us
2017-05-29T04:55:27.940Z,-56.2846,-25.6164,9.39,5,mb,,129,6.526,0.94,us,us10008vzy,2017-08-15T02:26:45.040Z,"107km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.6,6.1,0.065,76,reviewed,us,us
2017-05-28T08:21:24.230Z,-1.2981,149.4163,35,5,mb,,91,3.965,0.69,us,us10008vvx,2017-08-15T02:26:43.040Z,"208km NW of Kavieng, Papua New Guinea",earthquake,10.6,1.9,0.048,141,reviewed,us,us
2017-05-28T07:37:08.060Z,53.6537,-160.9873,16,5.7,mww,,165,1.64,0.75,us,us10008vvl,2017-08-15T02:26:43.040Z,"156km SW of Chernabura Island, Alaska",earthquake,3.7,1.9,0.052,35,reviewed,us,us
2017-05-28T07:06:15.120Z,51.7612,-175.2871,34,5.3,mwb,,61,0.455,0.95,us,us10008vvg,2017-08-15T02:26:43.040Z,"88km WSW of Atka, Alaska",earthquake,5.3,1.8,0.048,41,reviewed,us,us
2017-05-27T15:53:24.250Z,38.7729,27.8234,10,5.1,mwr,,24,0.64,1.06,us,us10008vt5,2017-08-10T01:34:04.040Z,"10km NW of Golmarmara, Turkey",earthquake,4.7,1.8,0.066,22,reviewed,us,us
2017-05-27T07:38:41.020Z,-45.7378,-75.6269,10,5.1,mwr,,136,1.849,1.14,us,us10008vpd,2017-08-10T01:34:04.040Z,"221km W of Puerto Chacabuco, Chile",earthquake,6,1.9,0.075,17,reviewed,us,us
2017-05-26T22:32:05.460Z,-14.8169,167.2278,87.39,5.1,mb,,55,6.354,0.71,us,us10008vlr,2017-08-10T01:34:04.040Z,"32km NE of Port-Olry, Vanuatu",earthquake,9.7,5.9,0.045,158,reviewed,us,us
2017-05-26T19:29:45.400Z,-7.4303,128.202,151.05,5.1,mb,,23,3.117,0.78,us,us10008vkq,2017-08-10T01:34:03.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,7.3,4.8,0.053,115,reviewed,us,us
2017-05-26T15:23:34.130Z,12.778,-90.1791,10,5.3,mww,,90,1.291,1.17,us,us10008vh6,2017-08-10T01:34:03.040Z,"97km SSW of Acajutla, El Salvador",earthquake,6.8,1.8,0.045,48,reviewed,us,us
2017-05-26T06:27:30.540Z,-21.036,-178.677,561.79,5,mb,,59,4.499,1.01,us,us10008vfc,2017-08-10T01:34:03.040Z,"42km S of Ndoi Island, Fiji",earthquake,10.8,6.9,0.058,96,reviewed,us,us
2017-05-25T14:27:04.790Z,15.0447,120.3494,75.46,5.3,mww,,83,7.762,1.14,us,us10008vb2,2017-08-10T01:34:02.040Z,"15km ENE of Santa Fe, Philippines",earthquake,7.2,4,0.061,26,reviewed,us,us
2017-05-25T06:33:58.920Z,-49.4432,121.3647,10,5,mb,,65,16.786,0.49,us,us10008v94,2017-08-10T01:34:01.040Z,"Western Indian-Antarctic Ridge",earthquake,10.9,1.8,0.081,49,reviewed,us,us
2017-05-25T06:02:20.140Z,-22.3132,-176.3299,127,5.6,mww,,31,6.966,0.89,us,us10008v90,2017-08-10T01:34:01.040Z,"169km SW of Vaini, Tonga",earthquake,8.9,1.9,0.063,24,reviewed,us,us
2017-05-25T00:07:00.740Z,17.0225,-94.1568,140.06,5.3,mww,,69,0.699,1.21,us,us10008uyj,2017-08-10T01:34:01.040Z,"56km NW of Cintalapa de Figueroa, Mexico",earthquake,5.2,3.5,0.038,66,reviewed,us,us
2017-05-24T16:44:53.570Z,-8.9692,111.9847,58.3,5.4,mb,,31,1.786,1.22,us,us10008uvz,2017-08-10T01:34:01.040Z,"74km SSW of Tambakrejo, Indonesia",earthquake,2.9,4.9,0.05,137,reviewed,us,us
2017-05-24T16:36:00.050Z,52.322,-166.6659,10,5.9,mww,,47,1.326,0.85,us,us10008uvv,2017-08-10T01:34:01.040Z,"164km ESE of Nikolski, Alaska",earthquake,4.1,1.8,0.036,75,reviewed,us,us
2017-05-24T16:07:03.220Z,52.3223,-166.6654,10.54,5.3,mww,,118,1.326,0.91,us,us10008uve,2017-08-10T01:34:00.040Z,"164km ESE of Nikolski, Alaska",earthquake,4.9,3.5,0.046,46,reviewed,us,us
2017-05-24T11:05:18.770Z,-10.0191,161.9535,52,5.5,mww,,29,2.059,1.33,us,us10008ut8,2017-08-10T01:34:00.040Z,"48km N of Kirakira, Solomon Islands",earthquake,8.4,1.9,0.073,18,reviewed,us,us
2017-05-24T09:10:14.280Z,-2.7898,122.118,10,5.7,mww,,27,1.855,0.86,us,us10008usv,2017-08-10T01:34:00.040Z,"115km E of Malili, Indonesia",earthquake,2.9,1.7,0.049,40,reviewed,us,us
2017-05-24T06:35:17.520Z,53.3072,-164.4538,10,5.1,mww,,132,1.092,1.32,us,us10008usi,2017-08-10T01:34:00.040Z,"126km SE of Akutan, Alaska",earthquake,5.6,1.8,0.073,18,reviewed,us,us
2017-05-22T16:41:06.730Z,-17.1282,-173.5293,10,5.3,mb,,36,3.618,0.66,us,us10008u5f,2017-08-10T01:33:58.040Z,"132km S of Hihifo, Tonga",earthquake,8.9,1.7,0.033,311,reviewed,us,us
2017-05-22T11:00:57.960Z,43.9238,147.7194,54,5.5,mww,,58,3.702,0.77,us,us10008u48,2017-08-10T01:33:57.040Z,"81km E of Shikotan, Russia",earthquake,7.7,1.8,0.069,20,reviewed,us,us
2017-05-22T07:24:44.000Z,-30.6892,-177.7658,10,5,mb,,93,1.446,1.13,us,us10008vit,2017-08-10T01:33:57.040Z,"136km NE of L'Esperance Rock, New Zealand",earthquake,9.8,1.1,0.123,21,reviewed,us,us
2017-05-22T00:18:59.880Z,-5.0498,153.5851,58.54,5.1,mb,,88,13.549,0.79,us,us10008u2q,2017-08-10T01:33:57.040Z,"88km SE of Taron, Papua New Guinea",earthquake,11.7,6.1,0.067,73,reviewed,us,us
2017-05-21T08:12:07.800Z,-28.564,74.2073,10,5,mb,,53,18.29,1.12,us,us10008u05,2017-08-10T01:33:56.040Z,"Mid-Indian Ridge",earthquake,10.6,1.9,0.08,50,reviewed,us,us
2017-05-20T17:58:46.470Z,17.0514,-94.088,144,5.7,mww,,36,0.762,1.35,us,us10008tuw,2017-08-05T03:32:13.040Z,"52km NW of Cintalapa de Figueroa, Mexico",earthquake,5.1,1.7,0.031,97,reviewed,us,us
2017-05-20T07:15:01.190Z,-59.4791,-26.9905,38.89,5.2,mb,,54,7.357,0.63,us,us10008tqx,2017-08-05T03:32:13.040Z,"56km SSW of Bristol Island, South Sandwich Islands",earthquake,10.1,6.2,0.078,54,reviewed,us,us
2017-05-20T06:02:14.290Z,17.4893,-105.3228,10,5.7,mww,,127,2.043,0.77,us,us10008tqj,2017-08-05T03:32:13.040Z,"202km SSW of Manzanillo, Mexico",earthquake,7,1.9,0.047,44,reviewed,us,us
2017-05-20T05:17:30.320Z,6.4545,126.9598,97.31,5,mb,,108,1.501,0.59,us,us10008tq9,2017-08-05T03:32:13.040Z,"83km ESE of Bobon, Philippines",earthquake,8.6,7,0.065,76,reviewed,us,us
2017-05-20T01:06:14.250Z,9.3818,123.9537,533,6,mww,,28,2.804,0.99,us,us10008tp0,2017-08-05T03:32:12.040Z,"25km S of Alburquerque, Philippines",earthquake,8,1.9,0.042,55,reviewed,us,us
2017-05-19T14:31:35.770Z,-9.361,158.9141,25.15,5,mb,,71,1.022,1.09,us,us10008tjx,2017-08-05T03:32:12.040Z,"114km W of Honiara, Solomon Islands",earthquake,7.7,4.9,0.08,49,reviewed,us,us
2017-05-19T11:17:15.990Z,-9.1573,158.9089,10,5.2,mb,,28,1.062,0.83,us,us10008tj9,2017-08-05T03:32:12.040Z,"118km WNW of Honiara, Solomon Islands",earthquake,4.1,1.7,0.037,238,reviewed,us,us
